Author,Comment,CaseFolding,tokenized_comment,Remove_TandaBaca,Remove_SpasiTab,Normalisasi,Remove_StopWords_Final,Stemming,Cleaned_Text,Sentiment
@UlyAfnisarah,Aku dulu juga pernah mimpi  seperti yg di ceritain kak nadia tp cuma beberapa x. Trs hilang gt aja.,aku dulu juga pernah mimpi  seperti yg di ceritain kak nadia tp cuma beberapa x trs hilang gt aja,"['aku', 'dulu', 'juga', 'pernah', 'mimpi', 'seperti', 'yg', 'di', 'ceritain', 'kak', 'nadia', 'tp', 'cuma', 'beberapa', 'x', 'trs', 'hilang', 'gt', 'aja']","['aku', 'dulu', 'juga', 'pernah', 'mimpi', 'seperti', 'yg', 'di', 'ceritain', 'kak', 'nadia', 'tp', 'cuma', 'beberapa', 'x', 'trs', 'hilang', 'gt', 'aja']","['aku', 'dulu', 'juga', 'pernah', 'mimpi', 'seperti', 'yg', 'di', 'ceritain', 'kak', 'nadia', 'tp', 'cuma', 'beberapa', 'x', 'trs', 'hilang', 'gt', 'aja']","['aku', 'dulu', 'juga', 'pernah', 'mimpi', 'seperti', 'yang', 'di', 'ceritain', 'kak', 'nadia', 'tapi', 'cuma', 'beberapa', 'x', 'terus', 'hilang', 'begitu', 'saja']","['mimpi', 'ceritain', 'nadia', 'hilang']","['mimpi', 'ceritain', 'nadia', 'hilang']",mimpi ceritain nadia hilang,Netral
@KikiAdelia-q6b,"Demi apa pun aku jadi keinget sama hal yang pernah aku alami juga. Beda nya aku gak pernah liat muka dia sedikitpun. Dan, aku gak pernah tau dia orang atau bukan. tapi, dari penampilan nya normal kaya manusia biasa. Selalu memakai Hoodie bertudung",demi apa pun aku jadi keinget sama hal yang pernah aku alami juga beda nya aku gak pernah liat muka dia sedikitpun dan aku gak pernah tau dia orang atau bukan tapi dari penampilan nya normal kaya manusia biasa selalu memakai hoodie bertudung,"['demi', 'apa', 'pun', 'aku', 'jadi', 'keinget', 'sama', 'hal', 'yang', 'pernah', 'aku', 'alami', 'juga', 'beda', 'nya', 'aku', 'gak', 'pernah', 'liat', 'muka', 'dia', 'sedikitpun', 'dan', 'aku', 'gak', 'pernah', 'tau', 'dia', 'orang', 'atau', 'bukan', 'tapi', 'dari', 'penampilan', 'nya', 'normal', 'kaya', 'manusia', 'biasa', 'selalu', 'memakai', 'hoodie', 'bertudung']","['demi', 'apa', 'pun', 'aku', 'jadi', 'keinget', 'sama', 'hal', 'yang', 'pernah', 'aku', 'alami', 'juga', 'beda', 'nya', 'aku', 'gak', 'pernah', 'liat', 'muka', 'dia', 'sedikitpun', 'dan', 'aku', 'gak', 'pernah', 'tau', 'dia', 'orang', 'atau', 'bukan', 'tapi', 'dari', 'penampilan', 'nya', 'normal', 'kaya', 'manusia', 'biasa', 'selalu', 'memakai', 'hoodie', 'bertudung']","['demi', 'apa', 'pun', 'aku', 'jadi', 'keinget', 'sama', 'hal', 'yang', 'pernah', 'aku', 'alami', 'juga', 'beda', 'nya', 'aku', 'gak', 'pernah', 'liat', 'muka', 'dia', 'sedikitpun', 'dan', 'aku', 'gak', 'pernah', 'tau', 'dia', 'orang', 'atau', 'bukan', 'tapi', 'dari', 'penampilan', 'nya', 'normal', 'kaya', 'manusia', 'biasa', 'selalu', 'memakai', 'hoodie', 'bertudung']","['demi', 'apa', 'pun', 'aku', 'jadi', 'keinget', 'sama', 'hal', 'yang', 'pernah', 'aku', 'alami', 'juga', 'beda', 'nya', 'aku', 'tidak', 'pernah', 'lihat', 'muka', 'dia', 'sedikitpun', 'dan', 'aku', 'tidak', 'pernah', 'tau', 'dia', 'orang', 'atau', 'bukan', 'tapi', 'dari', 'penampilan', 'nya', 'normal', 'seperti', 'manusia', 'biasa', 'selalu', 'memakai', 'hoodie', 'bertudung']","['keinget', 'alami', 'beda', 'lihat', 'muka', 'sedikitpun', 'tau', 'orang', 'penampilan', 'normal', 'manusia', 'memakai', 'hoodie', 'bertudung']","['keinget', 'alami', 'beda', 'lihat', 'muka', 'sedikit', 'tau', 'orang', 'tampil', 'normal', 'manusia', 'pakai', 'hoodie', 'tudung']",keinget alami beda lihat muka sedikit tau orang tampil normal manusia pakai hoodie tudung,Netral
@WildaAmay,"Semoga Tiara bahagia
Berarti bertukar anak
Intinya aku suka cerita nya❤️❤️❤️❤️","semoga tiara bahagia
berarti bertukar anak
intinya aku suka cerita nya","['semoga', 'tiara', 'bahagia', 'berarti', 'bertukar', 'anak', 'intinya', 'aku', 'suka', 'cerita', 'nya']","['semoga', 'tiara', 'bahagia', 'berarti', 'bertukar', 'anak', 'intinya', 'aku', 'suka', 'cerita', 'nya']","['semoga', 'tiara', 'bahagia', 'berarti', 'bertukar', 'anak', 'intinya', 'aku', 'suka', 'cerita', 'nya']","['semoga', 'tiara', 'bahagia', 'berarti', 'bertukar', 'anak', 'intinya', 'aku', 'suka', 'cerita', 'nya']","['semoga', 'bahagia', 'bertukar', 'anak', 'intinya', 'suka', 'cerita']","['moga', 'bahagia', 'tukar', 'anak', 'inti', 'suka', 'cerita']",moga bahagia tukar anak inti suka cerita,Netral
@WildaAmay,Bahagia mendengar cerita nya.......❤❤❤❤❤,bahagia mendengar cerita nya,"['bahagia', 'mendengar', 'cerita', 'nya']","['bahagia', 'mendengar', 'cerita', 'nya']","['bahagia', 'mendengar', 'cerita', 'nya']","['bahagia', 'mendengar', 'cerita', 'nya']","['bahagia', 'mendengar', 'cerita']","['bahagia', 'dengar', 'cerita']",bahagia dengar cerita,Netral
@AnggiPutri-b3m,Serem juga y,serem juga y,"['serem', 'juga', 'y']","['serem', 'juga', 'y']","['serem', 'juga', 'y']","['serem', 'juga', 'y']","['serem', 'y']","['rem', 'y']",rem y,Netral
@BintanFitri,Dah lah dr tadi ngebyanginn banget😅seruu poll ceritanyyaa,dah lah dr tadi ngebyanginn bangetseruu poll ceritanyyaa,"['dah', 'lah', 'dr', 'tadi', 'ngebyanginn', 'bangetseruu', 'poll', 'ceritanyyaa']","['dah', 'lah', 'dr', 'tadi', 'ngebyanginn', 'bangetseruu', 'poll', 'ceritanyyaa']","['dah', 'lah', 'dr', 'tadi', 'ngebyanginn', 'bangetseruu', 'poll', 'ceritanyyaa']","['dah', 'lah', 'dari', 'tadi', 'ngebyanginn', 'bangetseruu', 'poll', 'ceritanyyaa']","['ngebyanginn', 'bangetseruu', 'ceritanyyaa']","['ngebyanginn', 'bangetseruu', 'ceritanyyaa']",ngebyanginn bangetseruu ceritanyyaa,Netral
@JambutBarong,Dari antara semua video ini sih cerita yg epik bener ... Terus sekarang anaknya kembar itu sampai sekarang masih ada kah wa ...,dari antara semua video ini sih cerita yg epik bener  terus sekarang anaknya kembar itu sampai sekarang masih ada kah wa ,"['dari', 'antara', 'semua', 'video', 'ini', 'sih', 'cerita', 'yg', 'epik', 'bener', 'terus', 'sekarang', 'anaknya', 'kembar', 'itu', 'sampai', 'sekarang', 'masih', 'ada', 'kah', 'wa']","['dari', 'antara', 'semua', 'video', 'ini', 'sih', 'cerita', 'yg', 'epik', 'bener', 'terus', 'sekarang', 'anaknya', 'kembar', 'itu', 'sampai', 'sekarang', 'masih', 'ada', 'kah', 'wa']","['dari', 'antara', 'semua', 'video', 'ini', 'sih', 'cerita', 'yg', 'epik', 'bener', 'terus', 'sekarang', 'anaknya', 'kembar', 'itu', 'sampai', 'sekarang', 'masih', 'ada', 'kah', 'wa']","['dari', 'antara', 'semua', 'video', 'ini', 'cerita', 'yang', 'epik', 'bener', 'terus', 'sekarang', 'anaknya', 'kembar', 'itu', 'sampai', 'sekarang', 'masih', 'ada', 'kah', 'wa']","['video', 'cerita', 'bener', 'anaknya', 'kembar', 'wa']","['video', 'cerita', 'bener', 'anak', 'kembar', 'wa']",video cerita bener anak kembar wa,Netral
@nengdinaa8780,Trs gmna lanjutannya ka nad,trs gmna lanjutannya ka nad,"['trs', 'gmna', 'lanjutannya', 'ka', 'nad']","['trs', 'gmna', 'lanjutannya', 'ka', 'nad']","['trs', 'gmna', 'lanjutannya', 'ka', 'nad']","['terus', 'gmna', 'lanjutannya', 'kakak', 'nad']","['gmna', 'lanjutannya']","['gmna', 'lanjut']",gmna lanjut,Netral
@bilaptry-u1k,"kepikiran, apa si tiara ini kaya reinkarnasi seseorang gtu yah? soalnya dimimpi pertama kali aja si raja itu bilang “apa kabar kekasih ku, sudah lama kita tidak bertemu” hmmm🤔",kepikiran apa si tiara ini kaya reinkarnasi seseorang gtu yah soalnya dimimpi pertama kali aja si raja itu bilang apa kabar kekasih ku sudah lama kita tidak bertemu hmmm,"['kepikiran', 'apa', 'si', 'tiara', 'ini', 'kaya', 'reinkarnasi', 'seseorang', 'gtu', 'yah', 'soalnya', 'dimimpi', 'pertama', 'kali', 'aja', 'si', 'raja', 'itu', 'bilang', 'apa', 'kabar', 'kekasih', 'ku', 'sudah', 'lama', 'kita', 'tidak', 'bertemu', 'hmmm']","['kepikiran', 'apa', 'si', 'tiara', 'ini', 'kaya', 'reinkarnasi', 'seseorang', 'gtu', 'yah', 'soalnya', 'dimimpi', 'pertama', 'kali', 'aja', 'si', 'raja', 'itu', 'bilang', 'apa', 'kabar', 'kekasih', 'ku', 'sudah', 'lama', 'kita', 'tidak', 'bertemu', 'hmmm']","['kepikiran', 'apa', 'si', 'tiara', 'ini', 'kaya', 'reinkarnasi', 'seseorang', 'gtu', 'yah', 'soalnya', 'dimimpi', 'pertama', 'kali', 'aja', 'si', 'raja', 'itu', 'bilang', 'apa', 'kabar', 'kekasih', 'ku', 'sudah', 'lama', 'kita', 'tidak', 'bertemu', 'hmmm']","['kepikiran', 'apa', 'si', 'tiara', 'ini', 'seperti', 'reinkarnasi', 'seseorang', 'begitu', 'yah', 'soalnya', 'dimimpi', 'pertama', 'kali', 'saja', 'si', 'raja', 'itu', 'bilang', 'apa', 'kabar', 'kekasih', 'ku', 'sudah', 'lama', 'kita', 'tidak', 'bertemu', 'hmmm']","['kepikiran', 'reinkarnasi', 'dimimpi', 'kali', 'raja', 'bilang', 'kabar', 'kekasih', 'bertemu', 'hmmm']","['pikir', 'reinkarnasi', 'mimpi', 'kali', 'raja', 'bilang', 'kabar', 'kasih', 'temu', 'hmmm']",pikir reinkarnasi mimpi kali raja bilang kabar kasih temu hmmm,Netral
@PutriZahra-t9y,ini gaada yg inisiatif buat film aja kah😭 udh 3 kali nonton ga bosen bosen,ini gaada yg inisiatif buat film aja kah udh  kali nonton ga bosen bosen,"['ini', 'gaada', 'yg', 'inisiatif', 'buat', 'film', 'aja', 'kah', 'udh', 'kali', 'nonton', 'ga', 'bosen', 'bosen']","['ini', 'gaada', 'yg', 'inisiatif', 'buat', 'film', 'aja', 'kah', 'udh', 'kali', 'nonton', 'ga', 'bosen', 'bosen']","['ini', 'gaada', 'yg', 'inisiatif', 'buat', 'film', 'aja', 'kah', 'udh', 'kali', 'nonton', 'ga', 'bosen', 'bosen']","['ini', 'gaada', 'yang', 'inisiatif', 'buat', 'film', 'saja', 'kah', 'sudah', 'kali', 'nonton', 'tidak', 'bosen', 'bosen']","['gaada', 'inisiatif', 'film', 'kali', 'nonton', 'bosen', 'bosen']","['gaada', 'inisiatif', 'film', 'kali', 'nonton', 'bosen', 'bosen']",gaada inisiatif film kali nonton bosen bosen,Netral
@farahghassani-x6j,sekarang anak kembar ny hidup didunia smpe sekarang?,sekarang anak kembar ny hidup didunia smpe sekarang,"['sekarang', 'anak', 'kembar', 'ny', 'hidup', 'didunia', 'smpe', 'sekarang']","['sekarang', 'anak', 'kembar', 'ny', 'hidup', 'didunia', 'smpe', 'sekarang']","['sekarang', 'anak', 'kembar', 'ny', 'hidup', 'didunia', 'smpe', 'sekarang']","['sekarang', 'anak', 'kembar', 'ny', 'hidup', 'didunia', 'smpe', 'sekarang']","['anak', 'kembar', 'ny', 'hidup', 'didunia', 'smpe']","['anak', 'kembar', 'ny', 'hidup', 'dunia', 'smpe']",anak kembar ny hidup dunia smpe,Netral
@shi.ne90,Lol Macem crita Webtoon aja.. 😅,lol macem crita webtoon aja ,"['lol', 'macem', 'crita', 'webtoon', 'aja']","['lol', 'macem', 'crita', 'webtoon', 'aja']","['lol', 'macem', 'crita', 'webtoon', 'aja']","['lol', 'macem', 'cerita', 'webtoon', 'saja']","['lol', 'macem', 'cerita', 'webtoon']","['lol', 'macem', 'cerita', 'webtoon']",lol macem cerita webtoon,Positif
@TentyErnawati-e1o,ini bneran ga sii,ini bneran ga sii,"['ini', 'bneran', 'ga', 'sii']","['ini', 'bneran', 'ga', 'sii']","['ini', 'bneran', 'ga', 'sii']","['ini', 'bneran', 'tidak', 'sii']","['bneran', 'sii']","['bneran', 'sii']",bneran sii,Netral
@AQifah25,Penonton terakhir,penonton terakhir,"['penonton', 'terakhir']","['penonton', 'terakhir']","['penonton', 'terakhir']","['penonton', 'terakhir']",['penonton'],['tonton'],tonton,Netral
@MelinaAndreas,aku ga sadar ulang2 in khw ini krn aku baper 😮,aku ga sadar ulang in khw ini krn aku baper ,"['aku', 'ga', 'sadar', 'ulang', 'in', 'khw', 'ini', 'krn', 'aku', 'baper']","['aku', 'ga', 'sadar', 'ulang', 'in', 'khw', 'ini', 'krn', 'aku', 'baper']","['aku', 'ga', 'sadar', 'ulang', 'in', 'khw', 'ini', 'krn', 'aku', 'baper']","['aku', 'tidak', 'sadar', 'ulang', 'in', 'ini', 'karena', 'aku', 'bawa perasaan']","['sadar', 'ulang', 'in', 'bawa perasaan']","['sadar', 'ulang', 'in', 'bawa asa']",sadar ulang in bawa asa,Netral
@zillypatriciaofficial3610,2025 coba absen lgi guys kisah yang super epick ini, coba absen lgi guys kisah yang super epick ini,"['coba', 'absen', 'lgi', 'guys', 'kisah', 'yang', 'super', 'epick', 'ini']","['coba', 'absen', 'lgi', 'guys', 'kisah', 'yang', 'super', 'epick', 'ini']","['coba', 'absen', 'lgi', 'guys', 'kisah', 'yang', 'super', 'epick', 'ini']","['coba', 'absen', 'lagi', 'teman-teman', 'kisah', 'yang', 'super', 'epick', 'ini']","['coba', 'absen', 'teman-teman', 'kisah', 'super', 'epick']","['coba', 'absen', 'teman', 'kisah', 'super', 'epick']",coba absen teman kisah super epick,Positif
@tricksky6897,"ni mah kaya twilight,, Bella Swan pacaran dan nikah sama Edward dari kaum Jin",ni mah kaya twilight bella swan pacaran dan nikah sama edward dari kaum jin,"['ni', 'mah', 'kaya', 'twilight', 'bella', 'swan', 'pacaran', 'dan', 'nikah', 'sama', 'edward', 'dari', 'kaum', 'jin']","['ni', 'mah', 'kaya', 'twilight', 'bella', 'swan', 'pacaran', 'dan', 'nikah', 'sama', 'edward', 'dari', 'kaum', 'jin']","['ni', 'mah', 'kaya', 'twilight', 'bella', 'swan', 'pacaran', 'dan', 'nikah', 'sama', 'edward', 'dari', 'kaum', 'jin']","['ini', 'mah', 'seperti', 'twilight', 'bella', 'swan', 'pacaran', 'dan', 'nikah', 'sama', 'edward', 'dari', 'kaum', 'jin']","['mah', 'twilight', 'bella', 'swan', 'pacaran', 'nikah', 'edward', 'kaum', 'jin']","['mah', 'twilight', 'bella', 'swan', 'pacar', 'nikah', 'edward', 'kaum', 'jin']",mah twilight bella swan pacar nikah edward kaum jin,Netral
@SulhiAna123,"Sama aku juga pernah mimpi laki2 muda bersama anak kecil, pakaian nya itu sopan pake peci, berturut turut hadir dimimpiku, namun laki2 ini hanya menatap ku saja, dan anehnya, saat aku mau ngajar ngaji anakku, seketika aku melihat nyata anak kecil yg dlm mimpiku ini masuk ke kamarku, aku tanya sm anakku, tadi didalam km sm siapa apa ada temenmu yg masuk, anakku bilang gk ada bu,, aku sendirian disini, dan anehnya anak kecil itu seumuran kayak anakku, dan pakaiannya itu sm kayak yg dimimpiku",sama aku juga pernah mimpi laki muda bersama anak kecil pakaian nya itu sopan pake peci berturut turut hadir dimimpiku namun laki ini hanya menatap ku saja dan anehnya saat aku mau ngajar ngaji anakku seketika aku melihat nyata anak kecil yg dlm mimpiku ini masuk ke kamarku aku tanya sm anakku tadi didalam km sm siapa apa ada temenmu yg masuk anakku bilang gk ada bu aku sendirian disini dan anehnya anak kecil itu seumuran kayak anakku dan pakaiannya itu sm kayak yg dimimpiku,"['sama', 'aku', 'juga', 'pernah', 'mimpi', 'laki', 'muda', 'bersama', 'anak', 'kecil', 'pakaian', 'nya', 'itu', 'sopan', 'pake', 'peci', 'berturut', 'turut', 'hadir', 'dimimpiku', 'namun', 'laki', 'ini', 'hanya', 'menatap', 'ku', 'saja', 'dan', 'anehnya', 'saat', 'aku', 'mau', 'ngajar', 'ngaji', 'anakku', 'seketika', 'aku', 'melihat', 'nyata', 'anak', 'kecil', 'yg', 'dlm', 'mimpiku', 'ini', 'masuk', 'ke', 'kamarku', 'aku', 'tanya', 'sm', 'anakku', 'tadi', 'didalam', 'km', 'sm', 'siapa', 'apa', 'ada', 'temenmu', 'yg', 'masuk', 'anakku', 'bilang', 'gk', 'ada', 'bu', 'aku', 'sendirian', 'disini', 'dan', 'anehnya', 'anak', 'kecil', 'itu', 'seumuran', 'kayak', 'anakku', 'dan', 'pakaiannya', 'itu', 'sm', 'kayak', 'yg', 'dimimpiku']","['sama', 'aku', 'juga', 'pernah', 'mimpi', 'laki', 'muda', 'bersama', 'anak', 'kecil', 'pakaian', 'nya', 'itu', 'sopan', 'pake', 'peci', 'berturut', 'turut', 'hadir', 'dimimpiku', 'namun', 'laki', 'ini', 'hanya', 'menatap', 'ku', 'saja', 'dan', 'anehnya', 'saat', 'aku', 'mau', 'ngajar', 'ngaji', 'anakku', 'seketika', 'aku', 'melihat', 'nyata', 'anak', 'kecil', 'yg', 'dlm', 'mimpiku', 'ini', 'masuk', 'ke', 'kamarku', 'aku', 'tanya', 'sm', 'anakku', 'tadi', 'didalam', 'km', 'sm', 'siapa', 'apa', 'ada', 'temenmu', 'yg', 'masuk', 'anakku', 'bilang', 'gk', 'ada', 'bu', 'aku', 'sendirian', 'disini', 'dan', 'anehnya', 'anak', 'kecil', 'itu', 'seumuran', 'kayak', 'anakku', 'dan', 'pakaiannya', 'itu', 'sm', 'kayak', 'yg', 'dimimpiku']","['sama', 'aku', 'juga', 'pernah', 'mimpi', 'laki', 'muda', 'bersama', 'anak', 'kecil', 'pakaian', 'nya', 'itu', 'sopan', 'pake', 'peci', 'berturut', 'turut', 'hadir', 'dimimpiku', 'namun', 'laki', 'ini', 'hanya', 'menatap', 'ku', 'saja', 'dan', 'anehnya', 'saat', 'aku', 'mau', 'ngajar', 'ngaji', 'anakku', 'seketika', 'aku', 'melihat', 'nyata', 'anak', 'kecil', 'yg', 'dlm', 'mimpiku', 'ini', 'masuk', 'ke', 'kamarku', 'aku', 'tanya', 'sm', 'anakku', 'tadi', 'didalam', 'km', 'sm', 'siapa', 'apa', 'ada', 'temenmu', 'yg', 'masuk', 'anakku', 'bilang', 'gk', 'ada', 'bu', 'aku', 'sendirian', 'disini', 'dan', 'anehnya', 'anak', 'kecil', 'itu', 'seumuran', 'kayak', 'anakku', 'dan', 'pakaiannya', 'itu', 'sm', 'kayak', 'yg', 'dimimpiku']","['sama', 'aku', 'juga', 'pernah', 'mimpi', 'laki', 'muda', 'bersama', 'anak', 'kecil', 'pakaian', 'nya', 'itu', 'sopan', 'pake', 'peci', 'berturut', 'turut', 'hadir', 'dimimpiku', 'namun', 'laki', 'ini', 'hanya', 'menatap', 'ku', 'saja', 'dan', 'anehnya', 'saat', 'aku', 'mau', 'ngajar', 'ngaji', 'anakku', 'seketika', 'aku', 'melihat', 'nyata', 'anak', 'kecil', 'yang', 'dalam', 'mimpiku', 'ini', 'masuk', 'ke', 'kamarku', 'aku', 'tanya', 'sama', 'anakku', 'tadi', 'didalam', 'kamu', 'sama', 'siapa', 'apa', 'ada', 'temenmu', 'yang', 'masuk', 'anakku', 'bilang', 'tidak', 'ada', 'bu', 'aku', 'sendirian', 'disini', 'dan', 'anehnya', 'anak', 'kecil', 'itu', 'seumuran', 'seperti', 'anakku', 'dan', 'pakaiannya', 'itu', 'sama', 'seperti', 'yang', 'dimimpiku']","['mimpi', 'laki', 'muda', 'anak', 'pakaian', 'sopan', 'pake', 'peci', 'hadir', 'dimimpiku', 'laki', 'menatap', 'anehnya', 'ngajar', 'ngaji', 'anakku', 'nyata', 'anak', 'mimpiku', 'masuk', 'kamarku', 'anakku', 'didalam', 'temenmu', 'masuk', 'anakku', 'bilang', 'bu', 'anehnya', 'anak', 'seumuran', 'anakku', 'pakaiannya', 'dimimpiku']","['mimpi', 'laki', 'muda', 'anak', 'pakai', 'sopan', 'pake', 'peci', 'hadir', 'mimpi', 'laki', 'tatap', 'aneh', 'ngajar', 'ngaji', 'anak', 'nyata', 'anak', 'mimpi', 'masuk', 'kamar', 'anak', 'dalam', 'temenmu', 'masuk', 'anak', 'bilang', 'bu', 'aneh', 'anak', 'umur', 'anak', 'pakai', 'mimpi']",mimpi laki muda anak pakai sopan pake peci hadir mimpi laki tatap aneh ngajar ngaji anak nyata anak mimpi masuk kamar anak dalam temenmu masuk anak bilang bu aneh anak umur anak pakai mimpi,Netral
